epoch,acc,loss
0,0.485099025453,0.841819919168
1,0.492438612214,0.820149529534
2,0.495398885792,0.818759811173
3,0.496925837182,0.818153525997
4,0.498148731432,0.817677036037
5,0.499153791964,0.817379606518
6,0.50003433074,0.817186180291
7,0.500391180128,0.817002968219
8,0.500538553787,0.816910486477
9,0.500717771926,0.816845863867
10,0.501034418892,0.816756145133
11,0.501121277233,0.816695909586
12,0.501165605718,0.816658657971
13,0.50107842994,0.816595864373
14,0.501355932442,0.816538159327
15,0.501278384064,0.816499468975
16,0.501413379586,0.816473704781
17,0.50143041274,0.816423871711
18,0.501736162712,0.816402753044
19,0.501527533304,0.816353498705
