epoch,acc,loss
0,0.444659482044,0.957742324946
1,0.453153278781,0.941549065857
2,0.456062000232,0.940231333061
3,0.457192728815,0.939536616411
4,0.457862637341,0.939131052912
5,0.45825488987,0.938816033767
6,0.458549899363,0.938538389053
7,0.458807450642,0.938336032919
8,0.458863108814,0.938138235968
9,0.458979080976,0.937994558357
10,0.459096534535,0.937831860161
11,0.459257689283,0.937696795959
12,0.459457466143,0.937566499627
13,0.459644545327,0.937439284259
14,0.459709197697,0.937339085673
15,0.459888129187,0.937256858061
16,0.459942200133,0.937155379594
17,0.460166525878,0.937064089687
18,0.460206946832,0.936972050569
19,0.460303343393,0.936922916104
20,0.460269906167,0.936839324241
21,0.460496136528,0.936777042919
22,0.460687236624,0.936708590747
23,0.460697923856,0.936658461364
24,0.460769136688,0.936605826506
25,0.460864792563,0.93657940843
26,0.460995896109,0.936531339857
27,0.460937486784,0.936454027233
28,0.460874315823,0.936449201617
29,0.461040972881,0.936402443324
