epoch,acc,loss
0,0.49914421428,0.837488911752
1,0.499241814305,0.837449827884
2,0.499199560663,0.837393452825
3,0.4994146378,0.837349041168
4,0.499408924649,0.837316850738
5,0.499312871899,0.837298377738
6,0.499515689573,0.837220519423
7,0.499514856404,0.837224619664
8,0.499689465213,0.837184208847
9,0.499564846659,0.837173863002
10,0.499681252563,0.837134172612
11,0.499814559962,0.837102381914
12,0.499902518972,0.837067889242
13,0.499834913115,0.837029167753
14,0.500044039036,0.837008750476
