epoch,acc,loss
0,0.474016058451,0.990040723297
1,0.497999282025,0.782919770313
2,0.506083725095,0.761124675551
3,0.511193514652,0.758237070754
4,0.513050927412,0.757171990679
5,0.514325914983,0.756536737594
6,0.514828038565,0.756161002476
7,0.515586937033,0.755844381589
8,0.516422328418,0.755582482372
9,0.516776227109,0.755333222813
10,0.516517230384,0.75508948665
11,0.517024114966,0.755018264055
12,0.516972061672,0.754846696844
13,0.517509416405,0.754707674638
14,0.517771587128,0.754602906377
15,0.51805565826,0.75455995102
16,0.517741434294,0.754465151208
17,0.517990909069,0.754440599851
18,0.518099776565,0.754384783794
19,0.518217213815,0.754300907422
