epoch,acc,loss
0,0.515029029858,0.740035765121
1,0.515475365806,0.738043183587
2,0.516232351867,0.736459860518
3,0.516996479292,0.735180134277
4,0.517460668854,0.734038018908
5,0.517321412143,0.732925271414
6,0.517589213654,0.732175196653
7,0.518210513698,0.731088055832
8,0.517507087811,0.730575260143
9,0.518024837709,0.729828055836
10,0.517553506766,0.729536596543
11,0.517267851814,0.728881890936
12,0.518356911783,0.728272736143
13,0.516582279544,0.728015620822
14,0.518206943004,0.727629507511
15,0.518253361796,0.727427366052
16,0.51737140164,0.727177413108
17,0.518349770397,0.726783117167
18,0.518064115284,0.726861105702
19,0.518860379083,0.726660795902
20,0.518706839299,0.726437120157
21,0.518810389267,0.726279525058
22,0.518888944588,0.726330441484
23,0.519249584169,0.726018185409
24,0.518017696486,0.726136143962
25,0.519249584169,0.726097894314
26,0.519385270187,0.725822526717
27,0.519978004714,0.725708773785
28,0.519228160036,0.725810582785
29,0.519895878713,0.72550158349
30,0.519331709855,0.725614337523
31,0.519370987599,0.72548275223
32,0.519296003129,0.725494384097
33,0.519974434023,0.725176609718
34,0.519349563306,0.725294345627
35,0.519710202875,0.725122706038
36,0.519174599536,0.72518767411
37,0.519370987593,0.724947092372
38,0.519499532391,0.725053173959
39,0.519224589185,0.725033653955
40,0.519560233947,0.724901958718
41,0.520317219997,0.724778761448
42,0.520367209632,0.724762951794
43,0.519856601291,0.724696270745
44,0.518574723962,0.724771035972
45,0.520306508098,0.724570901754
46,0.520006570223,0.724632015561
47,0.519506673615,0.72464460152
48,0.520131544337,0.724520336517
49,0.519774475274,0.724414790722
