epoch,acc,loss
0,0.47231251127,0.96045481029
1,0.489366298846,0.818873484855
2,0.493705604758,0.809346657502
3,0.497388946906,0.807240927365
4,0.499284893705,0.806579477847
5,0.500630677382,0.806141756915
6,0.50115481359,0.805894006717
7,0.501275849426,0.805748540799
8,0.501873834507,0.805574102442
9,0.502034651392,0.805468533052
10,0.502099401364,0.805394380883
11,0.502424632411,0.805281152021
12,0.502431403648,0.805205057234
13,0.502615919935,0.805118619475
14,0.502930359313,0.805013049202
15,0.502845507183,0.804976117609
16,0.503039545486,0.804933113494
17,0.503216867343,0.804874489862
18,0.503502528957,0.804828403911
19,0.503328169563,0.804787090776
