epoch,acc,loss
0,0.394632498913,1.25353177593
1,0.470917500601,1.05043915703
2,0.480807499247,0.989810682068
3,0.482260001812,0.943628468018
4,0.480002499676,0.906059003468
5,0.480467499218,0.878713941669
6,0.481330000916,0.863173632088
7,0.480881250629,0.853852895203
8,0.48130874939,0.847287544594
9,0.480957500629,0.841715529766
10,0.481317499256,0.837848692589
11,0.481562500448,0.834540686016
12,0.482097501545,0.832208058739
13,0.482097500153,0.830260725384
14,0.482084999561,0.828895429573
15,0.483328750782,0.827901359577
16,0.482901251049,0.826999391766
17,0.482628749857,0.826275763073
18,0.483033749228,0.825857140923
19,0.484053751202,0.825400781422
20,0.482554998941,0.825244494362
21,0.48335625001,0.82490278698
22,0.482622498474,0.824717528076
23,0.483119999371,0.824515570793
24,0.483457500935,0.824575491676
25,0.48303500062,0.824413733368
26,0.483712499733,0.824343689308
27,0.483551248951,0.824417395763
28,0.483413749714,0.824230264912
29,0.48360749999,0.824122285328
30,0.483641250467,0.824064931526
31,0.48322499877,0.82399298069
32,0.483254999685,0.824024575825
33,0.484243748455,0.823892364178
34,0.48316499939,0.823853929176
35,0.483941249409,0.823745604706
36,0.483108749866,0.823692227325
37,0.483072501211,0.823648053894
38,0.484899999075,0.823579342003
39,0.483240000324,0.823656329327
40,0.483708748484,0.823613186378
41,0.48389624877,0.823396459236
42,0.483793750286,0.823275606804
43,0.483273750315,0.823131945629
44,0.483728750305,0.822934170818
45,0.482981249523,0.823221187572
46,0.483531249714,0.822814901085
47,0.484278749685,0.822839884663
48,0.483413749866,0.823000005207
49,0.483447500753,0.822747489758
50,0.484102500172,0.822685325737
51,0.483916250744,0.822675037518
52,0.48284000001,0.822574466534
53,0.483771248932,0.822483769646
54,0.484158746624,0.822517449379
55,0.483153750753,0.822548359661
56,0.484338748789,0.822513258991
57,0.483628749857,0.82223017271
58,0.483388749828,0.822178860588
59,0.483651249084,0.822265801048
60,0.484121251049,0.822181516457
61,0.484024999094,0.822121271172
62,0.483772498922,0.822002854023
63,0.483364999857,0.822087995644
64,0.483387500448,0.821857580395
65,0.483790000019,0.822025975513
66,0.48386249939,0.822009165936
67,0.483217499838,0.822051310463
68,0.484007499228,0.821810305042
69,0.483433749046,0.822096505928
70,0.483506251087,0.821914000568
71,0.483086250019,0.821795949535
72,0.484101249866,0.821848873577
73,0.48387625062,0.821671548786
74,0.48357000001,0.821750771217
75,0.483372499533,0.821682889729
76,0.483231249838,0.821714926472
77,0.483038746929,0.821659713402
78,0.484078750763,0.821610563011
79,0.483726249065,0.82137770174
80,0.483397499714,0.821579019661
81,0.483323752127,0.82156855711
82,0.483804999104,0.821563889275
83,0.483256250629,0.821473005199
84,0.483921249352,0.821588833904
85,0.483685000772,0.821405578575
86,0.483569999523,0.821295098133
87,0.483507499866,0.821355957985
88,0.482860000305,0.821291395397
89,0.483384998188,0.82118958437
90,0.483287499399,0.821409874535
91,0.483435000753,0.821179653645
92,0.48384999938,0.821278228264
93,0.483108750324,0.821237312469
94,0.483483749065,0.821292359924
95,0.482756248894,0.821158207207
96,0.483927501087,0.820959279499
97,0.482667500629,0.821150614128
98,0.483631249533,0.821200796852
99,0.482948750038,0.821028230267
