epoch,acc,loss
0,0.484883764132,0.855660793545
1,0.503429326125,0.764986499794
2,0.508561016127,0.75825496416
3,0.512873502002,0.756086475733
4,0.515286678597,0.755311726057
5,0.517010149395,0.754882059755
6,0.517739529895,0.754651588866
7,0.518240701294,0.754478672386
8,0.518620626645,0.754375665464
9,0.518835505015,0.754263099191
10,0.518943102908,0.754171731209
11,0.518880258094,0.754126400688
12,0.519063396791,0.754058697861
13,0.519156394348,0.754021983687
14,0.519228443712,0.753974118136
15,0.519343659105,0.753961499413
16,0.519306840986,0.753910934779
17,0.519420786796,0.753892671548
18,0.519425547797,0.753901174383
19,0.519769607181,0.75384587172
