epoch,acc,loss
0,0.47929016061,0.879168535466
1,0.486649165628,0.839926786821
2,0.490265975493,0.836934247254
3,0.492650200454,0.835942641961
4,0.493810093656,0.835406780331
5,0.495085531841,0.834957424797
6,0.495811655436,0.834681707713
7,0.496438581847,0.834589933853
8,0.497112329358,0.834348815531
9,0.497125185318,0.83426086681
10,0.497489913644,0.834188799581
11,0.497611807187,0.834088420068
12,0.497742906229,0.834020920023
13,0.497755762182,0.833980709006
14,0.497901939178,0.833880414914
15,0.497957172189,0.833840783386
16,0.497894638267,0.833816433693
17,0.49825730329,0.833742737422
18,0.498149218001,0.833740725749
19,0.498393322482,0.833698450185
20,0.498332217029,0.833693499819
21,0.498579972017,0.833624575831
22,0.498346025251,0.833599699023
23,0.498573623383,0.833555520267
24,0.49846522068,0.833528118768
