epoch,acc,loss
0,0.485149342351,0.842591092848
1,0.492717598214,0.816523357963
2,0.497416522598,0.814932010082
3,0.500141763255,0.814285600598
4,0.501381028451,0.813968432119
5,0.502077149701,0.813719967708
6,0.502511220463,0.813544451663
7,0.502673825096,0.813387488493
8,0.503005170321,0.813303139967
9,0.503072031845,0.813173493148
10,0.503486742348,0.813109188006
11,0.503741175725,0.813030440591
12,0.503917850922,0.812986220727
13,0.503833533449,0.812924037386
14,0.504098757813,0.812857504381
15,0.504275856139,0.812772942495
16,0.504329705031,0.812735012255
17,0.5044293625,0.812692526234
18,0.504771816083,0.812628473176
19,0.504955473633,0.812577366016
