epoch,acc,loss
0,0.495388449224,0.806475426464
1,0.504401073335,0.796475891936
2,0.506324026442,0.79591008053
3,0.506936732531,0.795586934241
4,0.507442658272,0.795365880768
5,0.507768531037,0.795228472207
6,0.508021901987,0.795117491704
7,0.50815983227,0.795025900521
8,0.508361921446,0.794945784434
9,0.508397696267,0.79488685337
10,0.508555486335,0.794835303896
11,0.508566459089,0.794776380121
12,0.508753494735,0.794726648059
13,0.508864627911,0.794685751508
14,0.508898362337,0.79463729496
15,0.508934726602,0.794610809343
16,0.509030942269,0.794556538609
17,0.50910403353,0.794529484207
18,0.50923475444,0.794489210003
19,0.509207911993,0.794469676623
