epoch,acc,loss
0,0.462930409177,0.946118114625
1,0.463549526416,0.945968711512
2,0.463697429003,0.945810909329
3,0.464106435703,0.945670587416
4,0.464016297628,0.945569699601
5,0.464381716457,0.945466857632
6,0.464559876641,0.945357442468
7,0.464727034046,0.945242410868
8,0.464765543721,0.945199073159
9,0.464960631258,0.945110238445
10,0.464960842828,0.945052124084
11,0.465392913033,0.944934524127
12,0.465675811091,0.944827863733
13,0.465653593962,0.944759526296
14,0.465706068701,0.944712312353
15,0.465637089817,0.944645774416
16,0.465888037515,0.944537119868
17,0.466072968663,0.9445062601
18,0.466088626458,0.944464723889
19,0.466172205139,0.944409237854
