epoch,acc,loss
0,0.498461889053,0.785479211922
1,0.510323371514,0.756331669847
2,0.514595020193,0.75481584512
3,0.516424185155,0.754311417008
4,0.517072206137,0.754028043261
5,0.517521641757,0.753854110016
6,0.517852687941,0.753682234723
7,0.518031912089,0.753608532725
8,0.518232719181,0.753503174493
9,0.518345183891,0.753433205692
10,0.518613385238,0.753369822062
11,0.518788800607,0.753299460314
12,0.518753675175,0.753267507502
13,0.518769756682,0.753237280241
14,0.518792080343,0.753186629395
15,0.518935861656,0.753158893593
16,0.519051711941,0.753112975382
17,0.519098792689,0.753097765962
18,0.519164599838,0.753058632944
19,0.519198032432,0.753043074765
