epoch,acc,loss
0,0.501441878727,0.816235145407
1,0.501456692227,0.816200036519
2,0.501421245754,0.816178803243
3,0.50159752586,0.816147638124
4,0.501590224962,0.81612672712
5,0.501736772388,0.816084040619
6,0.501909984107,0.816053658205
7,0.501864485613,0.816039789308
8,0.501976221418,0.816001866015
9,0.501974845878,0.815982385951
10,0.501895064863,0.81596012636
11,0.502063938298,0.815935346606
12,0.502128376816,0.815915301254
13,0.502232811724,0.81588829825
14,0.50214657623,0.815869236056
15,0.502276617278,0.815856250973
16,0.502116737678,0.81582160696
17,0.502277781155,0.815842429009
18,0.502268998919,0.81580497894
19,0.502332696743,0.815779140794
