epoch,acc,loss
0,0.487555020573,0.831356463525
1,0.496380425388,0.811439381395
2,0.500597636647,0.810068447948
3,0.502230979392,0.80957662637
4,0.502754017273,0.809301412518
5,0.503166373897,0.809145354039
6,0.503646133897,0.808990089673
7,0.503712902438,0.808904726985
8,0.503991404507,0.808791493718
9,0.50412991491,0.808742883146
10,0.504224512438,0.808639490526
11,0.504260171753,0.808596403593
12,0.504274668214,0.808529317606
13,0.50462470048,0.808465409468
14,0.504687448079,0.80840011273
15,0.504717816672,0.808360038819
16,0.504858866546,0.808309487659
17,0.50491198507,0.808249759566
18,0.504956532684,0.80821923013
19,0.505171863942,0.808155304392
20,0.505164880188,0.808121675847
21,0.505400950942,0.808076251068
22,0.505292280104,0.8080179913
23,0.505553534507,0.807987398069
24,0.505659665781,0.807951714619
25,0.505785372648,0.807914907594
26,0.505829497056,0.807875090998
27,0.505793837745,0.807842270022
28,0.5058314017,0.807805026446
29,0.506071493338,0.807769259858
