epoch,acc,loss
0,0.475859344532,0.875845144439
1,0.482496385247,0.841513768264
2,0.486867319633,0.840834924264
3,0.488377501702,0.840571947803
4,0.48930160746,0.840361322963
5,0.489942435026,0.840154440943
6,0.490545412805,0.839939198667
7,0.491321928237,0.839724627735
8,0.49204285925,0.839491037715
9,0.492356369661,0.83930587515
10,0.492802592245,0.839154700812
11,0.493024572828,0.839035401582
12,0.493263692906,0.8389074975
13,0.493307850988,0.838767268829
14,0.493276309497,0.838635769716
15,0.493588272607,0.838552071738
16,0.493669804324,0.838492071653
17,0.493664329195,0.838450901663
18,0.49386798002,0.838398609951
19,0.493863338041,0.838364022811
20,0.493991170272,0.838333219836
21,0.49413042886,0.838298297629
22,0.494128048387,0.838266140447
23,0.494209699162,0.838245503923
24,0.494289326503,0.838205229378
