epoch,acc,loss
0,0.473011708035,0.954463353616
1,0.479833350368,0.88942252198
2,0.483741478722,0.875168901337
3,0.487426479461,0.869488638184
4,0.490702352819,0.866679921403
5,0.493754027381,0.865064569736
6,0.495672212774,0.864241948914
7,0.497095589787,0.86371479413
8,0.497706067491,0.863350303299
9,0.498546813027,0.86307671467
10,0.498959510371,0.862853295681
11,0.499711361801,0.862688796209
12,0.500038021063,0.862574205972
13,0.500321482531,0.862421043197
14,0.500567458807,0.862391606174
15,0.500848421195,0.862289749329
16,0.500832713025,0.862211307666
17,0.501051913829,0.862145951724
18,0.501111533627,0.862054712514
19,0.501351083436,0.861983367325
