epoch,acc,loss
0,0.457909999974,0.953886864008
1,0.458103750939,0.953799748498
2,0.457986249273,0.953765210452
3,0.458458124768,0.953659408201
4,0.458681875002,0.953673854845
5,0.458356249883,0.953657184486
6,0.458328751073,0.953551555929
7,0.458207500495,0.953579771019
8,0.458466249946,0.953553118106
9,0.458179999001,0.95353772985
10,0.458401874874,0.953474872234
11,0.458436249971,0.953408757601
12,0.458765000501,0.953391670823
13,0.458389999535,0.953351934972
14,0.458521250067,0.953280141404
15,0.458636250673,0.95328147043
16,0.458766874853,0.953197830762
17,0.458824374846,0.953209122363
18,0.458377501259,0.953226075948
19,0.458574374837,0.953136529412
20,0.458464999276,0.953119872601
21,0.458809374287,0.953125114459
22,0.458668749225,0.953103510709
23,0.459013749769,0.95303788794
24,0.459145000929,0.953008239906
25,0.459300001199,0.952910985876
26,0.458628125748,0.952921326835
27,0.458628124169,0.95294501631
28,0.458755624477,0.952905454701
29,0.459148750255,0.952855385866
30,0.458928748783,0.952849980384
31,0.458753750251,0.952832665057
32,0.459081250175,0.952803393905
33,0.458729374645,0.952787196456
34,0.459020625744,0.952808666236
35,0.459140000107,0.952674889561
36,0.459004374454,0.952716097267
37,0.459140000322,0.952740302589
38,0.459185625279,0.952699623858
39,0.459011875249,0.95272301183
40,0.459386250609,0.952659486619
41,0.459351874837,0.952614627478
42,0.459120625347,0.952586978899
43,0.458909999753,0.952591276854
44,0.459438124032,0.952584370531
45,0.459036875269,0.952566910001
46,0.459166874655,0.952491391275
47,0.459392501417,0.952549734995
48,0.459137499411,0.952528880394
49,0.45941124955,0.952473766762
50,0.459085624996,0.952459370395
51,0.459476874449,0.95245324701
52,0.459513750147,0.952426844764
53,0.459488750516,0.952432109725
54,0.459388748955,0.952377218539
55,0.459173124597,0.952459424704
56,0.459525624333,0.952332804841
57,0.459452499005,0.952384697926
58,0.459581249822,0.952319375151
59,0.459262501032,0.952344729973
60,0.459738123628,0.952289655702
61,0.459803125466,0.952288704774
62,0.459233749868,0.95234793761
63,0.459808124443,0.952246665245
64,0.459521876055,0.952293557901
65,0.459906874734,0.952297365872
66,0.459362499282,0.952231918243
67,0.459445624445,0.952220587445
68,0.459864374354,0.952252812111
69,0.459573124596,0.952180847573
70,0.459874375443,0.952184013791
71,0.459521249642,0.95221000577
72,0.459897501702,0.95217838187
73,0.459717499169,0.952142693611
74,0.459706874357,0.952118192176
75,0.459452500138,0.952122819129
76,0.459583124327,0.952159643228
77,0.4594462506,0.952111605941
78,0.460001875569,0.952135674317
79,0.459740624532,0.952062389374
80,0.459823126028,0.952091693919
81,0.459958124649,0.952055201311
82,0.459908749769,0.952092013494
83,0.459758123946,0.952071134067
84,0.460168124849,0.952068691876
85,0.460053750383,0.9520479247
86,0.459929374803,0.952006545606
87,0.460085624291,0.952003116397
88,0.459745625304,0.952001039243
89,0.459978125497,0.951993131994
90,0.45980249917,0.951992813076
91,0.460043749938,0.95202981391
92,0.459913750315,0.952001310104
93,0.459949374468,0.952035673274
94,0.460086874958,0.951921586492
95,0.459615624237,0.952010882906
96,0.459831250895,0.952006353402
97,0.460244374996,0.951957386051
98,0.460222499335,0.951925954677
99,0.460614999896,0.951872558402
